bucket_min,symbol,option_type,aggression_regime,distance_bucket,premium_bucket,n,touch_pct,median_minutes_to_touch,median_mfe_bps,median_mae_bps,median_end_ret_bps
5,SPY,call,buy_dom,0.5-1%,$1-5k,156,2.564102564102564,110.0,14.710104942321777,10.548523902893066,6.636598110198975
5,SPY,call,buy_dom,0.5-1%,$100-500k,14,14.285714285714285,63.5,23.710092544555664,18.96814727783203,8.704590082168579
5,SPY,call,buy_dom,0.5-1%,$25-100k,112,0.8928571428571428,103.0,21.261642456054688,13.692907333374023,11.236663818359375
5,SPY,call,buy_dom,0.5-1%,$5-25k,155,1.2903225806451613,105.0,17.625526428222656,15.91264820098877,4.721678733825684
5,SPY,call,buy_dom,1-1.5%,$1-5k,125,0.0,,25.330833435058594,9.26830005645752,12.966453552246094
5,SPY,call,buy_dom,1-1.5%,$5-25k,34,0.0,,21.939044952392578,15.47825813293457,14.512676239013672
5,SPY,call,buy_dom,1.5-2%,$1-5k,35,0.0,,25.391279220581055,13.997159957885742,11.396017074584961
5,SPY,call,buy_dom,2-3%,$1-5k,26,0.0,,33.03872489929199,9.193189144134521,20.631346702575684
5,SPY,call,mixed,0.3-0.5%,$1-5k,16,12.5,34.5,12.057907104492188,5.331459999084473,2.966219186782837
5,SPY,call,mixed,0.3-0.5%,$100-500k,136,21.323529411764707,65.0,21.77284049987793,11.530334949493408,8.741737365722656
5,SPY,call,mixed,0.3-0.5%,$25-100k,145,10.344827586206897,73.0,16.264474868774414,11.180313110351562,8.138427734375
5,SPY,call,mixed,0.3-0.5%,$5-25k,59,13.559322033898304,80.0,16.59126853942871,8.598226547241211,8.377423286437988
5,SPY,call,mixed,0.3-0.5%,$500k-2.5M,23,39.130434782608695,43.0,26.951852798461914,18.66816520690918,18.039844512939453
5,SPY,call,mixed,0.5-1%,$1-5k,64,0.0,,15.534308433532715,15.842710494995117,3.3836770057678223
5,SPY,call,mixed,0.5-1%,$100-500k,20,10.0,63.5,33.07971954345703,9.072054386138916,24.268630027770996
5,SPY,call,mixed,0.5-1%,$25-100k,137,1.4598540145985401,63.0,22.008010864257812,11.282979965209961,10.929536819458008
5,SPY,call,mixed,0.5-1%,$5-25k,153,0.0,,18.282392501831055,13.776847839355469,6.823422908782959
5,SPY,call,mixed,1-1.5%,$1-5k,29,0.0,,33.62697219848633,8.602500915527344,29.56270980834961
