rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
15,2026-04-15 08:40:00,SPXW,SPXW260415C07005000,7005.0,call,6982.77001953125,0.003183547561579622,811,2350,997225.0,0.29698112261525733,7.840710447187435
16,2026-04-15 11:50:00,SPXW,SPXW260415P06965000,6965.0,put,6986.31982421875,-0.003051653052704913,680,2376,759847.0,0.3588893553570653,7.824120164242954
17,2026-04-15 10:30:00,SPXW,SPXW260415C07025000,7025.0,call,6994.43994140625,0.004369193080469259,365,5680,576867.0,0.8703236621266254,7.820642186444991
18,2026-04-15 09:05:00,SPXW,SPXW260415C07000000,7000.0,call,6976.89990234375,0.0033109400994114856,849,2686,959031.0,0.32798209859743843,7.816533167281007
19,2026-04-15 09:20:00,QQQ,QQQ260415C00633000,633.0,call,631.094970703125,0.003018609536299331,858,7543,399668.0,0.6119053814666173,7.808022984445995
20,2026-04-15 09:55:00,SPXW,SPXW260415C07015000,7015.0,call,6992.85986328125,0.003166106164232671,319,1411,301437.0,0.7273791870274717,7.756745337395383
21,2026-04-15 09:00:00,SPXW,SPXW260415C07000000,7000.0,call,6977.4501953125,0.0032318116297912263,938,2066,778993.0,0.3327334135223295,7.754724037229379
22,2026-04-15 10:40:00,SPXW,SPXW260415P06970000,6970.0,put,6998.33984375,-0.004049509509788873,287,2210,498891.0,0.7624050143217657,7.745558701235867
23,2026-04-15 08:40:00,SPXW,SPXW260415C07015000,7015.0,call,6982.97021484375,0.004586842585718618,634,3082,829583.0,0.6966524145263343,7.739460006132525
24,2026-04-15 11:40:00,SPXW,SPXW260415P06965000,6965.0,put,6988.93994140625,-0.003425403796134643,884,2587,722493.0,0.3930363339160379,7.724249439891482
25,2026-04-15 11:45:00,SPXW,SPXW260415P06960000,6960.0,put,6985.7001953125,-0.00367897198476184,925,2404,719549.0,0.45987834046048287,7.713247722553509
26,2026-04-15 08:50:00,SPXW,SPXW260415P06950000,6950.0,put,6973.7001953125,-0.003398510783189464,606,1394,822421.0,0.28386313092686105,7.679404615265687
27,2026-04-15 08:50:00,SPXW,SPXW260415C07000000,7000.0,call,6973.8349609375,0.0037518867608794986,1004,2676,979220.0,0.2895100181777333,7.654824708529018
28,2026-04-15 08:40:00,SPY,SPY260415P00693000,693.0,put,695.4400024414062,-0.0035085736121597787,1053,8306,510232.0,0.4972051929318428,7.652401653041082
29,2026-04-15 09:45:00,SPXW,SPXW260415P06970000,6970.0,put,6991.9951171875,-0.0031457569433125466,334,1082,384840.0,0.5029414821744101,7.64449573366185
30,2026-04-15 08:40:00,QQQ,QQQ260415P00627000,627.0,put,629.239990234375,-0.0035598345132842935,788,4949,399715.0,0.601811290544513,7.635612469289271
31,2026-04-15 09:35:00,SPXW,SPXW260415P06965000,6965.0,put,6988.2099609375,-0.0033213027466602162,458,1663,647937.0,0.3149580900612251,7.630100717078662
32,2026-04-15 08:35:00,SPXW,SPXW260415C07010000,7010.0,call,6983.419921875,0.003806169244060499,946,2071,730242.0,0.4021146414476297,7.623731270813178
33,2026-04-15 09:00:00,QQQ,QQQ260415P00628000,628.0,put,630.27001953125,-0.00360166192410402,756,5231,347173.0,0.6550941461461577,7.615142762149425
34,2026-04-15 13:00:00,SPXW,SPXW260415P06980000,6980.0,put,7001.68994140625,-0.003097815182871936,962,2675,416763.0,0.4149696590148358,7.605515301784967
35,2026-04-15 08:55:00,SPXW,SPXW260415P06950000,6950.0,put,6977.39990234375,-0.003926950257580364,466,1721,686886.0,0.44237762889329524,7.6011778486308055
36,2026-04-15 09:15:00,SPY,SPY260415P00694000,694.0,put,696.1400146484375,-0.003074115269064433,1012,12627,567218.0,0.2693126804861623,7.600828869644511
37,2026-04-15 08:30:00,SPY,SPY260415P00693000,693.0,put,695.3900146484375,-0.0034369412820024455,1009,11077,598431.0,0.3460566046879256,7.591989028626493
38,2026-04-15 08:40:00,QQQ,QQQ260415C00632000,632.0,call,629.5900268554688,0.003827845171830356,1697,9740,625117.0,0.4412437991607971,7.588852252014614
39,2026-04-15 09:15:00,SPXW,SPXW260415P06960000,6960.0,put,6985.4501953125,-0.0036433149762599465,475,1420,527783.0,0.45619506501725143,7.585656792397994
40,2026-04-15 08:45:00,SPXW,SPXW260415P06945000,6945.0,put,6971.669921875,-0.003825471110058986,506,1281,706459.0,0.3641980638649943,7.565644307830085
41,2026-04-15 10:55:00,SPXW,SPXW260415C07025000,7025.0,call,6995.0,0.004288777698355968,233,4198,382121.0,0.7653910672273966,7.560959799867417
42,2026-04-15 09:30:00,SPXW,SPXW260415P06970000,6970.0,put,6992.759765625,-0.0032547615516383714,528,1597,596455.0,0.2571275284807739,7.5562774746804315
43,2026-04-15 08:35:00,SPXW,SPXW260415P06960000,6960.0,put,6982.990234375,-0.0032923194223910724,429,917,510543.0,0.32121486339054695,7.54155221332877
44,2026-04-15 08:40:00,SPXW,SPXW260415P06955000,6955.0,put,6980.81005859375,-0.0036972870450724324,420,1056,571473.0,0.3933676656639946,7.5411780284949295
45,2026-04-15 08:35:00,SPY,SPY260415C00699000,699.0,call,696.0900268554688,0.004180455159912033,1961,15307,525123.0,0.574328300226804,7.540453619767782
46,2026-04-15 11:40:00,QQQ,QQQ260415P00630000,630.0,put,632.3200073242188,-0.00366903988067102,1009,8441,373908.0,0.5680595226633289,7.540113477222276
47,2026-04-15 09:20:00,QQQ,QQQ260415P00629000,629.0,put,631.1300048828125,-0.0033749067012080925,667,6754,393719.0,0.45622893484947386,7.538944400920718
48,2026-04-15 10:15:00,QQQ,QQQ260415C00635000,635.0,call,633.0430297851562,0.003091369974499066,419,4126,165975.0,0.7422382888989305,7.5348725904861755
49,2026-04-15 08:40:00,SPXW,SPXW260415C07010000,7010.0,call,6982.2900390625,0.003968606400260704,991,2173,752446.0,0.331296863828102,7.51719085875575
50,2026-04-15 11:45:00,SPY,SPY260415P00694000,694.0,put,696.280029296875,-0.003274586661888671,952,11766,443338.0,0.3478046095755383,7.5121645483533595
